source,lifecycle:transition,concept:name,Sheet,time:timestamp,FileName,case:concept:name,case:description,Url,Label,Value,Column,Row
Web,complete,clickButton,,2019-02-19 04:23:01.674000+11:00,,1,instance with id 37,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:23:11.674000+11:00,data.xls,1,instance with id 38,,,,,
Web,complete,goToUrl,,2019-02-19 04:23:16.541000+11:00,,1,instance with id 38,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:23:16.541000+11:00,,1,instance with id 38,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:23:22.002000+11:00,,1,instance with id 38,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:23:30.377000+11:00,,1,instance with id 38,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:23:35.041000+11:00,,1,instance with id 38,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:23:46.007000+11:00,,1,instance with id 38,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:23:47.867000+11:00,,1,instance with id 38,,B2,,,
Web,complete,insertValue,,2019-02-19 04:23:50.347000+11:00,,1,instance with id 38,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:23:53.531000+11:00,,1,instance with id 38,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:23:56.248000+11:00,,1,instance with id 38,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:23:59.754000+11:00,,1,instance with id 38,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:24:04.596000+11:00,,1,instance with id 38,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:24:06.802000+11:00,,1,instance with id 38,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:24:16.802000+11:00,data.xls,1,instance with id 39,,,,,
Web,complete,goToUrl,,2019-02-19 04:24:24.893000+11:00,,1,instance with id 39,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:24:31.631000+11:00,,1,instance with id 39,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:24:39.812000+11:00,,1,instance with id 39,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:24:48.235000+11:00,,1,instance with id 39,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:24:48.454000+11:00,,1,instance with id 39,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:24:58.033000+11:00,,1,instance with id 39,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:25:01.495000+11:00,,1,instance with id 39,,B2,,,
Web,complete,insertValue,,2019-02-19 04:25:02.410000+11:00,,1,instance with id 39,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:25:04.291000+11:00,,1,instance with id 39,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:25:07.355000+11:00,,1,instance with id 39,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:25:09.635000+11:00,,1,instance with id 39,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:25:11.942000+11:00,,1,instance with id 39,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:25:13.324000+11:00,,1,instance with id 39,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:25:23.324000+11:00,data.xls,1,instance with id 40,,,,,
Web,complete,goToUrl,,2019-02-19 04:25:25.818000+11:00,,1,instance with id 40,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:25:40.580000+11:00,,1,instance with id 40,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:25:51.179000+11:00,,1,instance with id 40,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:25:55.222000+11:00,,1,instance with id 40,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:25:59.022000+11:00,,1,instance with id 40,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:26:09.753000+11:00,,1,instance with id 40,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:26:12.955000+11:00,,1,instance with id 40,,B2,,,
Web,complete,insertValue,,2019-02-19 04:26:15.255000+11:00,,1,instance with id 40,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:26:17.768000+11:00,,1,instance with id 40,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:26:20.249000+11:00,,1,instance with id 40,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:26:23.819000+11:00,,1,instance with id 40,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:26:27.201000+11:00,,1,instance with id 40,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:26:30.033000+11:00,,1,instance with id 40,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:26:40.033000+11:00,data.xls,1,instance with id 41,,,,,
Web,complete,goToUrl,,2019-02-19 04:26:47.202000+11:00,,1,instance with id 41,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:26:59.494000+11:00,,1,instance with id 41,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:27:00.276000+11:00,,1,instance with id 41,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:27:20.747000+11:00,,1,instance with id 41,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:27:22.414000+11:00,,1,instance with id 41,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:27:30.444000+11:00,,1,instance with id 41,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:27:33.866000+11:00,,1,instance with id 41,,B2,,,
Web,complete,insertValue,,2019-02-19 04:27:37.311000+11:00,,1,instance with id 41,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:27:40.264000+11:00,,1,instance with id 41,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:27:44.244000+11:00,,1,instance with id 41,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:27:45.960000+11:00,,1,instance with id 41,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:27:50.223000+11:00,,1,instance with id 41,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:27:51.197000+11:00,,1,instance with id 41,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:28:01.197000+11:00,data.xls,1,instance with id 42,,,,,
Web,complete,goToUrl,,2019-02-19 04:28:08.869000+11:00,,1,instance with id 42,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:28:25.067000+11:00,,1,instance with id 42,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:28:34.914000+11:00,,1,instance with id 42,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:28:40.753000+11:00,,1,instance with id 42,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:28:44.412000+11:00,,1,instance with id 42,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:28:57.058000+11:00,,1,instance with id 42,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:28:59.453000+11:00,,1,instance with id 42,,B2,,,
Web,complete,insertValue,,2019-02-19 04:29:00.611000+11:00,,1,instance with id 42,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:29:04.018000+11:00,,1,instance with id 42,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:29:05.999000+11:00,,1,instance with id 42,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:29:09.105000+11:00,,1,instance with id 42,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:29:11.675000+11:00,,1,instance with id 42,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:29:13.794000+11:00,,1,instance with id 42,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:29:23.794000+11:00,data.xls,1,instance with id 43,,,,,
Web,complete,goToUrl,,2019-02-19 04:29:37.653000+11:00,,1,instance with id 43,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:29:50.379000+11:00,,1,instance with id 43,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:29:54.544000+11:00,,1,instance with id 43,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:30:03.877000+11:00,,1,instance with id 43,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:30:05.145000+11:00,,1,instance with id 43,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:30:21.940000+11:00,,1,instance with id 43,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:30:25.326000+11:00,,1,instance with id 43,,B2,,,
Web,complete,insertValue,,2019-02-19 04:30:29.065000+11:00,,1,instance with id 43,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:30:32.014000+11:00,,1,instance with id 43,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:30:35.755000+11:00,,1,instance with id 43,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:30:37.633000+11:00,,1,instance with id 43,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:30:39.170000+11:00,,1,instance with id 43,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:30:41.354000+11:00,,1,instance with id 43,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:30:51.354000+11:00,data.xls,1,instance with id 44,,,,,
Web,complete,goToUrl,,2019-02-19 04:31:00.663000+11:00,,1,instance with id 44,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:31:12.037000+11:00,,1,instance with id 44,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:31:22.735000+11:00,,1,instance with id 44,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:31:36.983000+11:00,,1,instance with id 44,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:31:39.165000+11:00,,1,instance with id 44,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:31:44.014000+11:00,,1,instance with id 44,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:31:46.247000+11:00,,1,instance with id 44,,B2,,,
Web,complete,insertValue,,2019-02-19 04:31:48.541000+11:00,,1,instance with id 44,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:31:51.002000+11:00,,1,instance with id 44,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:31:53.326000+11:00,,1,instance with id 44,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:31:54.478000+11:00,,1,instance with id 44,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:31:57.663000+11:00,,1,instance with id 44,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:31:59.082000+11:00,,1,instance with id 44,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:32:09.082000+11:00,data.xls,1,instance with id 45,,,,,
Web,complete,goToUrl,,2019-02-19 04:32:19.878000+11:00,,1,instance with id 45,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:32:26.683000+11:00,,1,instance with id 45,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:32:31.938000+11:00,,1,instance with id 45,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:32:39.303000+11:00,,1,instance with id 45,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:32:43.322000+11:00,,1,instance with id 45,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:32:52.420000+11:00,,1,instance with id 45,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:32:55.387000+11:00,,1,instance with id 45,,B2,,,
Web,complete,insertValue,,2019-02-19 04:32:57.938000+11:00,,1,instance with id 45,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:33:01.874000+11:00,,1,instance with id 45,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:33:05.218000+11:00,,1,instance with id 45,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:33:08.505000+11:00,,1,instance with id 45,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:33:11.065000+11:00,,1,instance with id 45,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:33:14.964000+11:00,,1,instance with id 45,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:33:24.964000+11:00,data.xls,1,instance with id 46,,,,,
Web,complete,goToUrl,,2019-02-19 04:33:44.207000+11:00,,1,instance with id 46,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:33:55.463000+11:00,,1,instance with id 46,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:34:01.848000+11:00,,1,instance with id 46,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:34:12.809000+11:00,,1,instance with id 46,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:34:16.512000+11:00,,1,instance with id 46,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:34:16.512000+11:00,,1,instance with id 46,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:34:18.362000+11:00,,1,instance with id 46,,B2,,,
Web,complete,insertValue,,2019-02-19 04:34:19.648000+11:00,,1,instance with id 46,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:34:23.373000+11:00,,1,instance with id 46,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:34:26.272000+11:00,,1,instance with id 46,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:34:30.085000+11:00,,1,instance with id 46,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:34:32.789000+11:00,,1,instance with id 46,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:34:34.235000+11:00,,1,instance with id 46,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:34:44.235000+11:00,data.xls,1,instance with id 47,,,,,
Web,complete,goToUrl,,2019-02-19 04:34:53.592000+11:00,,1,instance with id 47,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:34:58.559000+11:00,,1,instance with id 47,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:34:59.460000+11:00,,1,instance with id 47,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:35:16.269000+11:00,,1,instance with id 47,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:35:18.340000+11:00,,1,instance with id 47,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:35:21.186000+11:00,,1,instance with id 47,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:35:23.861000+11:00,,1,instance with id 47,,B2,,,
Web,complete,insertValue,,2019-02-19 04:35:27.360000+11:00,,1,instance with id 47,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:35:29.952000+11:00,,1,instance with id 47,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:35:33.871000+11:00,,1,instance with id 47,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:35:37.788000+11:00,,1,instance with id 47,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:35:40.332000+11:00,,1,instance with id 47,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:35:45.423000+11:00,,1,instance with id 47,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:35:55.423000+11:00,data.xls,1,instance with id 48,,,,,
Web,complete,goToUrl,,2019-02-19 04:36:04+11:00,,1,instance with id 48,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:36:10.528000+11:00,,1,instance with id 48,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:36:24.314000+11:00,,1,instance with id 48,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:36:26.722000+11:00,,1,instance with id 48,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:36:29.115000+11:00,,1,instance with id 48,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:36:37.640000+11:00,,1,instance with id 48,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:36:42.371000+11:00,,1,instance with id 48,,B2,,,
Web,complete,insertValue,,2019-02-19 04:36:45.809000+11:00,,1,instance with id 48,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:36:49.677000+11:00,,1,instance with id 48,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:36:51.604000+11:00,,1,instance with id 48,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:36:55.162000+11:00,,1,instance with id 48,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:36:58.247000+11:00,,1,instance with id 48,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:37:02.599000+11:00,,1,instance with id 48,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:37:12.599000+11:00,data.xls,1,instance with id 49,,,,,
Web,complete,goToUrl,,2019-02-19 04:37:13.503000+11:00,,1,instance with id 49,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:37:17.180000+11:00,,1,instance with id 49,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:37:31.251000+11:00,,1,instance with id 49,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:37:33.201000+11:00,,1,instance with id 49,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:37:35.120000+11:00,,1,instance with id 49,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:37:40.040000+11:00,,1,instance with id 49,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:37:42.370000+11:00,,1,instance with id 49,,B2,,,
Web,complete,insertValue,,2019-02-19 04:37:44.759000+11:00,,1,instance with id 49,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:37:47.587000+11:00,,1,instance with id 49,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:37:50.246000+11:00,,1,instance with id 49,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:37:53.218000+11:00,,1,instance with id 49,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:37:56.327000+11:00,,1,instance with id 49,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:37:59.252000+11:00,,1,instance with id 49,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:38:09.252000+11:00,data.xls,1,instance with id 50,,,,,
Web,complete,goToUrl,,2019-02-19 04:38:14.171000+11:00,,1,instance with id 50,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:38:27.699000+11:00,,1,instance with id 50,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:38:39.542000+11:00,,1,instance with id 50,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:38:55.068000+11:00,,1,instance with id 50,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:38:57.008000+11:00,,1,instance with id 50,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:39:07.694000+11:00,,1,instance with id 50,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:39:11.379000+11:00,,1,instance with id 50,,B2,,,
Web,complete,insertValue,,2019-02-19 04:39:14.246000+11:00,,1,instance with id 50,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:39:16.644000+11:00,,1,instance with id 50,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:39:18.507000+11:00,,1,instance with id 50,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:39:21.563000+11:00,,1,instance with id 50,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:39:25.217000+11:00,,1,instance with id 50,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:39:28.186000+11:00,,1,instance with id 50,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:39:38.186000+11:00,data.xls,1,instance with id 51,,,,,
Web,complete,goToUrl,,2019-02-19 04:39:44.919000+11:00,,1,instance with id 51,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:39:50.940000+11:00,,1,instance with id 51,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:40:05.426000+11:00,,1,instance with id 51,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:40:13.978000+11:00,,1,instance with id 51,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:40:17.247000+11:00,,1,instance with id 51,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:40:29.119000+11:00,,1,instance with id 51,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:40:33.228000+11:00,,1,instance with id 51,,B2,,,
Web,complete,insertValue,,2019-02-19 04:40:34.321000+11:00,,1,instance with id 51,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:40:37.577000+11:00,,1,instance with id 51,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:40:40.480000+11:00,,1,instance with id 51,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:40:43.522000+11:00,,1,instance with id 51,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:40:47.699000+11:00,,1,instance with id 51,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:40:49.520000+11:00,,1,instance with id 51,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:40:59.520000+11:00,data.xls,1,instance with id 52,,,,,
Web,complete,goToUrl,,2019-02-19 04:41:04.984000+11:00,,1,instance with id 52,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:41:14.429000+11:00,,1,instance with id 52,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:41:32.871000+11:00,,1,instance with id 52,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:41:46.752000+11:00,,1,instance with id 52,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:41:51.268000+11:00,,1,instance with id 52,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:41:52.256000+11:00,,1,instance with id 52,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:41:53.743000+11:00,,1,instance with id 52,,B2,,,
Web,complete,insertValue,,2019-02-19 04:41:56.569000+11:00,,1,instance with id 52,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:41:59.502000+11:00,,1,instance with id 52,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:42:02.271000+11:00,,1,instance with id 52,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:42:06.438000+11:00,,1,instance with id 52,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:42:08.916000+11:00,,1,instance with id 52,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:42:11.663000+11:00,,1,instance with id 52,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:42:21.663000+11:00,data.xls,1,instance with id 53,,,,,
Web,complete,goToUrl,,2019-02-19 04:42:32.445000+11:00,,1,instance with id 53,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:42:36.980000+11:00,,1,instance with id 53,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:42:50.260000+11:00,,1,instance with id 53,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:43:01.141000+11:00,,1,instance with id 53,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:43:04.513000+11:00,,1,instance with id 53,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:43:12.567000+11:00,,1,instance with id 53,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:43:15.294000+11:00,,1,instance with id 53,,B2,,,
Web,complete,insertValue,,2019-02-19 04:43:16.986000+11:00,,1,instance with id 53,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:43:19.892000+11:00,,1,instance with id 53,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:43:23.012000+11:00,,1,instance with id 53,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:43:27.037000+11:00,,1,instance with id 53,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:43:30.979000+11:00,,1,instance with id 53,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:43:33.571000+11:00,,1,instance with id 53,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:43:43.571000+11:00,data.xls,1,instance with id 54,,,,,
Web,complete,goToUrl,,2019-02-19 04:43:53.100000+11:00,,1,instance with id 54,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:44:07.969000+11:00,,1,instance with id 54,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:44:22.729000+11:00,,1,instance with id 54,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:44:26.405000+11:00,,1,instance with id 54,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:44:30.443000+11:00,,1,instance with id 54,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:44:32.893000+11:00,,1,instance with id 54,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:44:35.479000+11:00,,1,instance with id 54,,B2,,,
Web,complete,insertValue,,2019-02-19 04:44:38.833000+11:00,,1,instance with id 54,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:44:40.643000+11:00,,1,instance with id 54,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:44:42.676000+11:00,,1,instance with id 54,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:44:46.564000+11:00,,1,instance with id 54,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:44:48.733000+11:00,,1,instance with id 54,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:44:51.076000+11:00,,1,instance with id 54,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:45:01.076000+11:00,data.xls,1,instance with id 55,,,,,
Web,complete,goToUrl,,2019-02-19 04:45:21.312000+11:00,,1,instance with id 55,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:45:26.629000+11:00,,1,instance with id 55,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:45:37.004000+11:00,,1,instance with id 55,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:45:40.058000+11:00,,1,instance with id 55,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:45:43.382000+11:00,,1,instance with id 55,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:45:59.547000+11:00,,1,instance with id 55,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:46:01.217000+11:00,,1,instance with id 55,,B2,,,
Web,complete,insertValue,,2019-02-19 04:46:05.127000+11:00,,1,instance with id 55,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:46:07.093000+11:00,,1,instance with id 55,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:46:08.539000+11:00,,1,instance with id 55,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:46:10.552000+11:00,,1,instance with id 55,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:46:14.514000+11:00,,1,instance with id 55,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:46:18.555000+11:00,,1,instance with id 55,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:46:28.555000+11:00,data.xls,1,instance with id 56,,,,,
Web,complete,goToUrl,,2019-02-19 04:46:36.848000+11:00,,1,instance with id 56,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:46:54.290000+11:00,,1,instance with id 56,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:47:00.900000+11:00,,1,instance with id 56,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:47:08.316000+11:00,,1,instance with id 56,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:47:10.723000+11:00,,1,instance with id 56,www.webpage.com/ok,,,,
